Start,DBDBDB,
End,242424,
,,
x,y,Luminance
5.306400E-3,975.274682E-3,91.919350
5.322480E-3,974.816799E-3,91.876122
5.338560E-3,974.816799E-3,91.876122
5.354641E-3,969.780207E-3,91.400627
5.370720E-3,971.611679E-3,91.573532
5.386801E-3,970.695913E-3,91.487076
5.402880E-3,971.611679E-3,91.573532
5.418960E-3,972.985387E-3,91.703217
5.435040E-3,974.816799E-3,91.876122
5.451120E-3,975.274682E-3,91.919350
5.467200E-3,973.901153E-3,91.789673
5.483280E-3,972.527444E-3,91.659988
5.499360E-3,969.322324E-3,91.357399
5.515440E-3,971.153796E-3,91.530304
5.531520E-3,973.901153E-3,91.789673
5.547600E-3,977.106273E-3,92.092262
5.563681E-3,976.190507E-3,92.005806
5.579760E-3,972.985387E-3,91.703217
5.595841E-3,969.780207E-3,91.400627
5.611920E-3,971.153796E-3,91.530304
5.628000E-3,972.527444E-3,91.659988
5.644080E-3,972.069561E-3,91.616760
5.660160E-3,973.443270E-3,91.746445
5.676240E-3,977.106273E-3,92.092262
5.692320E-3,976.648390E-3,92.049034
5.708400E-3,976.190507E-3,92.005806
5.724480E-3,974.359035E-3,91.832901
5.740560E-3,973.901153E-3,91.789673
5.756640E-3,975.732625E-3,91.962578
5.772721E-3,975.274682E-3,91.919350
5.788800E-3,978.479743E-3,92.221931
5.804881E-3,977.563977E-3,92.135475
5.820960E-3,975.274682E-3,91.919350
5.837040E-3,979.395509E-3,92.308388
5.853120E-3,976.648390E-3,92.049034
5.869200E-3,978.479743E-3,92.221931
5.885280E-3,979.395509E-3,92.308388
5.901360E-3,978.021860E-3,92.178703
5.917440E-3,980.769157E-3,92.438072
5.933520E-3,982.142746E-3,92.567749
5.949600E-3,981.226981E-3,92.481293
5.965680E-3,983.058512E-3,92.654205
5.981761E-3,981.684864E-3,92.524521
5.997840E-3,981.226981E-3,92.481293
6.013921E-3,981.684864E-3,92.524521
6.030000E-3,978.937626E-3,92.265160
6.046080E-3,977.106273E-3,92.092262
6.062160E-3,978.937626E-3,92.265160
6.078240E-3,982.142746E-3,92.567749
6.094320E-3,984.890103E-3,92.827118
6.110400E-3,981.684864E-3,92.524521
6.126480E-3,981.226981E-3,92.481293
6.142560E-3,983.058512E-3,92.654205
6.158640E-3,981.684864E-3,92.524521
6.174720E-3,986.263633E-3,92.956795
6.190801E-3,984.432220E-3,92.783890
6.206880E-3,983.058512E-3,92.654205
6.222961E-3,983.516395E-3,92.697433
6.239040E-3,983.974278E-3,92.740662
6.255121E-3,980.769157E-3,92.438072
6.271200E-3,985.805750E-3,92.913567
6.287280E-3,984.890103E-3,92.827118
6.303360E-3,985.805750E-3,92.913567
6.319440E-3,985.805750E-3,92.913567
6.335520E-3,984.432220E-3,92.783890
6.351600E-3,984.432220E-3,92.783890
6.367680E-3,981.684864E-3,92.524521
6.383760E-3,981.226981E-3,92.481293
6.399841E-3,983.058512E-3,92.654205
6.415920E-3,984.890103E-3,92.827118
6.432001E-3,986.263633E-3,92.956795
6.448080E-3,988.095224E-3,93.129707
6.464161E-3,987.637341E-3,93.086479
6.480240E-3,987.637341E-3,93.086479
6.496320E-3,985.347867E-3,92.870338
6.512400E-3,983.974278E-3,92.740662
6.528480E-3,984.890103E-3,92.827118
6.544560E-3,988.095224E-3,93.129707
6.560640E-3,986.721516E-3,93.000023
6.576720E-3,984.890103E-3,92.827118
6.592800E-3,987.179399E-3,93.043251
6.608881E-3,986.721516E-3,93.000023
6.624960E-3,983.516395E-3,92.697433
6.641041E-3,985.347867E-3,92.870338
6.657120E-3,986.263633E-3,92.956795
6.673201E-3,988.095224E-3,93.129707
6.689280E-3,984.890103E-3,92.827118
6.705360E-3,984.432220E-3,92.783890
6.721440E-3,986.263633E-3,92.956795
6.737520E-3,983.974278E-3,92.740662
6.753600E-3,988.095224E-3,93.129707
6.769680E-3,985.347867E-3,92.870338
6.785760E-3,986.263633E-3,92.956795
6.801840E-3,985.347867E-3,92.870338
6.817921E-3,988.095224E-3,93.129707
6.834000E-3,989.926636E-3,93.302612
6.850081E-3,988.553107E-3,93.172935
6.866160E-3,986.721516E-3,93.000023
6.882241E-3,985.347867E-3,92.870338
6.898320E-3,987.179399E-3,93.043251
6.914400E-3,989.010990E-3,93.216164
6.930480E-3,989.468753E-3,93.259384
6.946560E-3,988.095224E-3,93.129707
6.962640E-3,988.095224E-3,93.129707
6.978720E-3,986.263633E-3,92.956795
6.994800E-3,988.553107E-3,93.172935
7.010880E-3,985.347867E-3,92.870338
7.026961E-3,984.890103E-3,92.827118
7.043040E-3,988.095224E-3,93.129707
7.059121E-3,988.095224E-3,93.129707
7.075200E-3,987.179399E-3,93.043251
7.091281E-3,983.974278E-3,92.740662
7.107360E-3,985.805750E-3,92.913567
7.123441E-3,987.637341E-3,93.086479
7.139520E-3,991.758227E-3,93.475525
7.155600E-3,990.384579E-3,93.345840
7.171680E-3,987.637341E-3,93.086479
7.187760E-3,987.637341E-3,93.086479
7.203841E-3,987.179399E-3,93.043251
7.219920E-3,989.010990E-3,93.216164
7.236001E-3,987.637341E-3,93.086479
7.252080E-3,982.600629E-3,92.610977
7.268161E-3,987.637341E-3,93.086479
7.284240E-3,989.010990E-3,93.216164
7.300321E-3,988.095224E-3,93.129707
7.316400E-3,988.095224E-3,93.129707
7.332481E-3,985.805750E-3,92.913567
7.348560E-3,986.263633E-3,92.956795
7.364640E-3,985.805750E-3,92.913567
7.380720E-3,985.347867E-3,92.870338
7.396800E-3,986.263633E-3,92.956795
7.412881E-3,989.010990E-3,93.216164
7.428960E-3,989.926636E-3,93.302612
7.445041E-3,989.010990E-3,93.216164
7.461120E-3,986.721516E-3,93.000023
7.477201E-3,986.721516E-3,93.000023
7.493280E-3,987.179399E-3,93.043251
7.509361E-3,989.010990E-3,93.216164
7.525440E-3,987.179399E-3,93.043251
7.541521E-3,988.553107E-3,93.172935
7.557600E-3,989.010990E-3,93.216164
7.573680E-3,989.010990E-3,93.216164
7.589760E-3,989.010990E-3,93.216164
7.605840E-3,988.095224E-3,93.129707
7.621921E-3,983.974278E-3,92.740662
7.638000E-3,985.347867E-3,92.870338
7.654081E-3,989.468753E-3,93.259384
7.670160E-3,989.010990E-3,93.216164
7.686241E-3,989.926636E-3,93.302612
7.702320E-3,990.384579E-3,93.345840
7.718401E-3,990.384579E-3,93.345840
7.734480E-3,985.347867E-3,92.870338
7.750561E-3,987.637341E-3,93.086479
7.766640E-3,991.300344E-3,93.432297
7.782720E-3,990.842462E-3,93.389069
7.798800E-3,988.095224E-3,93.129707
7.814880E-3,990.384579E-3,93.345840
7.830961E-3,989.468753E-3,93.259384
7.847041E-3,984.890103E-3,92.827118
7.863120E-3,985.805750E-3,92.913567
7.879200E-3,990.384579E-3,93.345840
7.895281E-3,990.842462E-3,93.389069
7.911361E-3,989.468753E-3,93.259384
7.927440E-3,986.263633E-3,92.956795
7.943520E-3,987.179399E-3,93.043251
7.959601E-3,987.637341E-3,93.086479
7.975681E-3,987.179399E-3,93.043251
7.991760E-3,985.347867E-3,92.870338
8.007840E-3,987.179399E-3,93.043251
8.023920E-3,988.553107E-3,93.172935
8.040001E-3,990.384579E-3,93.345840
8.056081E-3,990.842462E-3,93.389069
8.072160E-3,990.842462E-3,93.389069
8.088240E-3,988.553107E-3,93.172935
8.104321E-3,984.432220E-3,92.783890
8.120401E-3,989.926636E-3,93.302612
8.136480E-3,988.095224E-3,93.129707
8.152560E-3,989.468753E-3,93.259384
8.168641E-3,989.926636E-3,93.302612
8.184721E-3,989.926636E-3,93.302612
8.200800E-3,987.637341E-3,93.086479
8.216880E-3,988.095224E-3,93.129707
8.232960E-3,989.468753E-3,93.259384
8.249041E-3,986.263633E-3,92.956795
8.265121E-3,986.721516E-3,93.000023
8.281200E-3,987.179399E-3,93.043251
8.297280E-3,989.468753E-3,93.259384
8.313361E-3,987.637341E-3,93.086479
8.329441E-3,985.805750E-3,92.913567
8.345520E-3,985.805750E-3,92.913567
8.361600E-3,988.095224E-3,93.129707
8.377681E-3,988.553107E-3,93.172935
8.393761E-3,987.179399E-3,93.043251
8.409840E-3,987.637341E-3,93.086479
8.425920E-3,989.010990E-3,93.216164
8.442000E-3,989.010990E-3,93.216164
8.458081E-3,986.721516E-3,93.000023
8.474161E-3,986.721516E-3,93.000023
8.490240E-3,985.805750E-3,92.913567
8.506320E-3,986.721516E-3,93.000023
8.522401E-3,991.758227E-3,93.475525
8.538481E-3,989.010990E-3,93.216164
8.554560E-3,987.637341E-3,93.086479
8.570640E-3,986.263633E-3,92.956795
8.586721E-3,989.468753E-3,93.259384
8.602801E-3,990.384579E-3,93.345840
8.618880E-3,987.179399E-3,93.043251
8.634960E-3,986.263633E-3,92.956795
8.651040E-3,985.805750E-3,92.913567
8.667121E-3,986.263633E-3,92.956795
8.683201E-3,987.637341E-3,93.086479
8.699280E-3,988.553107E-3,93.172935
8.715360E-3,988.553107E-3,93.172935
8.731441E-3,986.263633E-3,92.956795
8.747521E-3,984.890103E-3,92.827118
8.763600E-3,985.805750E-3,92.913567
8.779680E-3,989.926636E-3,93.302612
8.795761E-3,989.468753E-3,93.259384
8.811841E-3,985.347867E-3,92.870338
8.827920E-3,984.890103E-3,92.827118
8.844000E-3,984.890103E-3,92.827118
8.860081E-3,985.347867E-3,92.870338
8.876161E-3,988.553107E-3,93.172935
8.892241E-3,982.600629E-3,92.610977
8.908320E-3,982.600629E-3,92.610977
8.924400E-3,984.890103E-3,92.827118
8.940481E-3,986.263633E-3,92.956795
8.956561E-3,989.010990E-3,93.216164
8.972640E-3,989.468753E-3,93.259384
8.988720E-3,987.179399E-3,93.043251
9.004801E-3,983.516395E-3,92.697433
9.020881E-3,987.637341E-3,93.086479
9.036960E-3,987.637341E-3,93.086479
9.053040E-3,988.095224E-3,93.129707
9.069121E-3,989.926636E-3,93.302612
9.085201E-3,988.553107E-3,93.172935
9.101281E-3,983.516395E-3,92.697433
9.117360E-3,985.347867E-3,92.870338
9.133440E-3,985.347867E-3,92.870338
9.149521E-3,987.179399E-3,93.043251
9.165601E-3,986.263633E-3,92.956795
9.181680E-3,986.263633E-3,92.956795
9.197760E-3,984.890103E-3,92.827118
9.213841E-3,986.721516E-3,93.000023
9.229921E-3,985.347867E-3,92.870338
9.246000E-3,986.263633E-3,92.956795
9.262080E-3,987.637341E-3,93.086479
9.278161E-3,985.347867E-3,92.870338
9.294241E-3,986.263633E-3,92.956795
9.310321E-3,985.347867E-3,92.870338
9.326400E-3,985.805750E-3,92.913567
9.342480E-3,984.890103E-3,92.827118
9.358561E-3,985.805750E-3,92.913567
9.374641E-3,984.432220E-3,92.783890
9.390720E-3,986.721516E-3,93.000023
9.406800E-3,984.432220E-3,92.783890
9.422881E-3,984.432220E-3,92.783890
9.438961E-3,985.347867E-3,92.870338
9.455040E-3,983.058512E-3,92.654205
9.471120E-3,981.684864E-3,92.524521
9.487201E-3,985.347867E-3,92.870338
9.503281E-3,985.347867E-3,92.870338
9.519361E-3,984.890103E-3,92.827118
9.535440E-3,987.179399E-3,93.043251
9.551520E-3,989.926636E-3,93.302612
9.567601E-3,990.384579E-3,93.345840
9.583681E-3,983.058512E-3,92.654205
9.599760E-3,984.432220E-3,92.783890
9.615840E-3,984.432220E-3,92.783890
9.631921E-3,986.263633E-3,92.956795
9.648001E-3,986.721516E-3,93.000023
9.664080E-3,983.974278E-3,92.740662
9.680160E-3,985.347867E-3,92.870338
9.696241E-3,987.637341E-3,93.086479
9.712321E-3,986.263633E-3,92.956795
9.728401E-3,986.721516E-3,93.000023
9.744480E-3,981.684864E-3,92.524521
9.760560E-3,986.263633E-3,92.956795
9.776641E-3,986.721516E-3,93.000023
9.792721E-3,985.805750E-3,92.913567
9.808800E-3,983.058512E-3,92.654205
9.824880E-3,984.890103E-3,92.827118
9.840961E-3,981.684864E-3,92.524521
9.857041E-3,984.890103E-3,92.827118
9.873120E-3,986.263633E-3,92.956795
9.889200E-3,985.805750E-3,92.913567
9.905281E-3,985.347867E-3,92.870338
9.921361E-3,985.347867E-3,92.870338
9.937441E-3,985.347867E-3,92.870338
9.953520E-3,984.890103E-3,92.827118
9.969600E-3,983.058512E-3,92.654205
9.985681E-3,980.311275E-3,92.394844
10.001761E-3,978.479743E-3,92.221931
10.017840E-3,983.974278E-3,92.740662
10.033920E-3,987.637341E-3,93.086479
10.050001E-3,988.095224E-3,93.129707
10.066081E-3,985.805750E-3,92.913567
10.082160E-3,984.890103E-3,92.827118
10.098240E-3,986.263633E-3,92.956795
10.114321E-3,984.432220E-3,92.783890
10.130401E-3,983.974278E-3,92.740662
10.146481E-3,983.058512E-3,92.654205
10.162560E-3,982.142746E-3,92.567749
10.178640E-3,983.974278E-3,92.740662
10.194721E-3,986.263633E-3,92.956795
10.210801E-3,985.805750E-3,92.913567
10.226880E-3,981.684864E-3,92.524521
10.242960E-3,981.226981E-3,92.481293
10.259041E-3,983.974278E-3,92.740662
10.275121E-3,984.890103E-3,92.827118
10.291200E-3,986.263633E-3,92.956795
10.307280E-3,988.553107E-3,93.172935
10.323361E-3,984.890103E-3,92.827118
10.339441E-3,984.890103E-3,92.827118
10.355521E-3,980.311275E-3,92.394844
10.371600E-3,979.853392E-3,92.351616
10.387680E-3,981.226981E-3,92.481293
10.403761E-3,985.347867E-3,92.870338
10.419841E-3,985.805750E-3,92.913567
10.435920E-3,984.890103E-3,92.827118
10.452000E-3,984.890103E-3,92.827118
10.468081E-3,985.805750E-3,92.913567
10.484161E-3,983.516395E-3,92.697433
10.500241E-3,983.516395E-3,92.697433
10.516320E-3,982.600629E-3,92.610977
10.532401E-3,984.890103E-3,92.827118
10.548481E-3,982.142746E-3,92.567749
10.564561E-3,983.058512E-3,92.654205
10.580640E-3,984.890103E-3,92.827118
10.596721E-3,984.890103E-3,92.827118
10.612801E-3,984.432220E-3,92.783890
10.628881E-3,981.684864E-3,92.524521
