Start,B6B6B6,
End,494949,
,,
x,y,Luminance
6.512400E-3,958.234787E-3,61.020653
6.528480E-3,957.446814E-3,60.977421
6.544560E-3,956.658721E-3,60.934185
6.560640E-3,962.174892E-3,61.236820
6.576720E-3,957.446814E-3,60.977421
6.592800E-3,955.082715E-3,60.847721
6.608881E-3,957.446814E-3,60.977421
6.624960E-3,951.930642E-3,60.674786
6.641041E-3,955.082715E-3,60.847721
6.657120E-3,964.538932E-3,61.366516
6.673201E-3,960.598946E-3,61.150356
6.689280E-3,956.658721E-3,60.934185
6.705360E-3,959.022820E-3,61.063885
6.721440E-3,960.598946E-3,61.150356
6.737520E-3,956.658721E-3,60.934185
6.753600E-3,959.810853E-3,61.107121
6.769680E-3,961.386919E-3,61.193588
6.785760E-3,960.598946E-3,61.150356
6.801840E-3,956.658721E-3,60.934185
6.817921E-3,958.234787E-3,61.020653
6.834000E-3,958.234787E-3,61.020653
6.850081E-3,964.538932E-3,61.366516
6.866160E-3,959.810853E-3,61.107121
6.882241E-3,956.658721E-3,60.934185
6.898320E-3,956.658721E-3,60.934185
6.914400E-3,958.234787E-3,61.020653
6.930480E-3,955.870748E-3,60.890953
6.946560E-3,955.870748E-3,60.890953
6.962640E-3,957.446814E-3,60.977421
6.978720E-3,949.566543E-3,60.545086
6.994800E-3,955.082715E-3,60.847721
7.010880E-3,959.022820E-3,61.063885
7.026961E-3,955.870748E-3,60.890953
7.043040E-3,951.142609E-3,60.631554
7.059121E-3,951.142609E-3,60.631554
7.075200E-3,957.446814E-3,60.977421
7.091281E-3,962.174892E-3,61.236820
7.107360E-3,959.022820E-3,61.063885
7.123441E-3,959.810853E-3,61.107121
7.139520E-3,956.658721E-3,60.934185
7.155600E-3,948.778570E-3,60.501854
7.171680E-3,958.234787E-3,61.020653
7.187760E-3,957.446814E-3,60.977421
7.203841E-3,952.718616E-3,60.718018
7.219920E-3,952.718616E-3,60.718018
7.236001E-3,954.294741E-3,60.804489
7.252080E-3,955.082715E-3,60.847721
7.268161E-3,955.082715E-3,60.847721
7.284240E-3,955.870748E-3,60.890953
7.300321E-3,955.870748E-3,60.890953
7.316400E-3,957.446814E-3,60.977421
7.332481E-3,959.022820E-3,61.063885
7.348560E-3,959.810853E-3,61.107121
7.364640E-3,955.870748E-3,60.890953
7.380720E-3,953.506589E-3,60.761250
7.396800E-3,957.446814E-3,60.977421
7.412881E-3,955.870748E-3,60.890953
7.428960E-3,958.234787E-3,61.020653
7.445041E-3,957.446814E-3,60.977421
7.461120E-3,954.294741E-3,60.804489
7.477201E-3,955.082715E-3,60.847721
7.493280E-3,952.718616E-3,60.718018
7.509361E-3,956.658721E-3,60.934185
7.525440E-3,955.870748E-3,60.890953
7.541521E-3,959.810853E-3,61.107121
7.557600E-3,952.718616E-3,60.718018
7.573680E-3,953.506589E-3,60.761250
7.589760E-3,955.082715E-3,60.847721
7.605840E-3,954.294741E-3,60.804489
7.621921E-3,952.718616E-3,60.718018
7.638000E-3,956.658721E-3,60.934185
7.654081E-3,952.718616E-3,60.718018
7.670160E-3,953.506589E-3,60.761250
7.686241E-3,958.234787E-3,61.020653
7.702320E-3,955.870748E-3,60.890953
7.718401E-3,958.234787E-3,61.020653
7.734480E-3,959.022820E-3,61.063885
7.750561E-3,954.294741E-3,60.804489
7.766640E-3,957.446814E-3,60.977421
7.782720E-3,962.174892E-3,61.236820
7.798800E-3,956.658721E-3,60.934185
7.814880E-3,956.658721E-3,60.934185
7.830961E-3,952.718616E-3,60.718018
7.847041E-3,959.022820E-3,61.063885
7.863120E-3,961.386919E-3,61.193588
7.879200E-3,961.386919E-3,61.193588
7.895281E-3,960.598946E-3,61.150356
7.911361E-3,955.082715E-3,60.847721
7.927440E-3,961.386919E-3,61.193588
7.943520E-3,968.479097E-3,61.582687
7.959601E-3,966.903031E-3,61.496220
7.975681E-3,963.750899E-3,61.323284
7.991760E-3,962.174892E-3,61.236820
8.007840E-3,967.691123E-3,61.539455
8.023920E-3,962.174892E-3,61.236820
8.040001E-3,963.750899E-3,61.323284
8.056081E-3,970.055103E-3,61.669151
8.072160E-3,961.386919E-3,61.193588
8.088240E-3,963.750899E-3,61.323284
8.104321E-3,964.538932E-3,61.366516
8.120401E-3,964.538932E-3,61.366516
8.136480E-3,972.419202E-3,61.798855
8.152560E-3,972.419202E-3,61.798855
8.168641E-3,969.267070E-3,61.625919
8.184721E-3,967.691123E-3,61.539455
8.200800E-3,969.267070E-3,61.625919
8.216880E-3,968.479097E-3,61.582687
8.232960E-3,967.691123E-3,61.539455
8.249041E-3,969.267070E-3,61.625919
8.265121E-3,968.479097E-3,61.582687
8.281200E-3,966.115057E-3,61.452988
8.297280E-3,971.631229E-3,61.755623
8.313361E-3,975.571275E-3,61.971786
8.329441E-3,971.631229E-3,61.755623
8.345520E-3,971.631229E-3,61.755623
8.361600E-3,970.843077E-3,61.712383
8.377681E-3,967.691123E-3,61.539455
8.393761E-3,970.055103E-3,61.669151
8.409840E-3,969.267070E-3,61.625919
8.425920E-3,970.055103E-3,61.669151
8.442000E-3,970.843077E-3,61.712383
8.458081E-3,968.479097E-3,61.582687
8.474161E-3,973.207235E-3,61.842087
